param	n	pearson	p	sigma
nagE	589	0.3158	4.816e-13	8.0635
glnS	589	0.2948	3.5e-11	7.4734
fldA	589	0.2926	5.307e-11	7.4139
pgm	589	0.09183	0.3787	2.2344
potE	589	-0.3463	4.844e-16	8.9425
speF	589	-0.09084	0.4112	2.2100
kdpC	589	0.05715	0.8649	1.3869
kdpB	589	-0.04671	0.9018	1.1329
kdpA	589	0.1697	0.003544	4.1720
dtpD	589	0.0899	0.4402	2.1869
gltA	589	0.1872	0.0005235	4.6174
sdhC	589	0.1012	0.943	2.4638
sdhD	589	0.1699	0.003454	4.1782
sdhA	589	0.1941	0.0002325	4.7945
sdhB	589	0.07582	0.7192	1.8422
sucA	589	0.1577	0.01164	3.8702
sucB	589	0.1068	0.6664	2.6021
sucC	589	0.2233	5.251e-06	5.5509
sucD	589	-0.04169	0.9138	1.0110
mngA	589	0.1281	0.1497	3.1289
mngB	589	-0.3644	5.288e-18	9.4803
cydA	589	0.08944	0.4535	2.1758
cydB	589	0.1789	0.001331	4.4055
ybgC	589	0.3202	1.86e-13	8.1895
nadA	589	-0.4792	4.091e-34	13.2295
pnuC	589	-0.01581	0.9443	0.3831
zitB	589	0.2504	9.127e-08	6.2651
aroG	589	-0.05046	0.8907	1.2240
gpmA	589	-0.02384	0.9388	0.5778
galM	589	0.2568	3.215e-08	6.4371
galK	589	0.03287	0.9289	0.7967
galT	589	-0.1323	0.1078	3.2336
galE	589	-0.1297	0.132	3.1693
modA	589	0.1156	0.3716	2.8197
modB	589	0.1986	0.0001351	4.9096
modC	589	0.1484	0.02764	3.6358
ybhA	589	0.3141	6.898e-13	8.0155
pgl	589	0.3037	5.94e-12	7.7224
bioA	589	0.02716	0.9357	0.6582
bioB	589	-0.0847	0.5719	2.0596
bioF	589	0.05977	0.8522	1.4506
bioC	589	0.3156	5.037e-13	8.0575
bioD	589	0.2437	2.608e-07	6.0875
moaA	589	0.1859	0.0006065	4.5847
moaC	589	0.3004	1.156e-11	7.6297
moaD	589	0.2646	8.698e-09	6.6469
moaE	589	0.2921	5.844e-11	7.4001
ybhO	589	-0.1269	0.1634	3.1005
fiu	589	-0.05386	0.8787	1.3067
glnQ	589	0.1038	0.8048	2.5279
glnP	589	0.2047	6.333e-05	5.0660
glnH	589	0.2221	6.251e-06	5.5182
rhtA	589	0.2383	5.955e-07	5.9444
ybiV	589	0.2741	1.649e-09	6.9054
fsaA	589	0.2599	1.905e-08	6.5219
moeB	589	0.2767	1.034e-09	6.9765
moeA	589	0.2871	1.527e-10	7.2609
iaaA	589	0.1118	0.4821	2.7248
gsiA	589	-0.05594	0.8702	1.3576
gsiB	589	0.2247	4.308e-06	5.5877
gsiC	589	0.1174	0.3276	2.8645
gsiD	589	-0.1054	0.727	2.5681
yliI	589	0.3898	5.386e-21	10.2555
dacC	589	0.2629	1.165e-08	6.6006
ybjG	589	0.293	4.935e-11	7.4243
mdfA	589	0.2385	5.749e-07	5.9505
grxA	589	-0.3493	2.348e-16	9.0305
potF	589	0.0934	0.3227	2.2729
potG	589	-0.00789	0.9473	0.1912
potH	589	0.1515	0.02096	3.7124
potI	589	0.04814	0.8978	1.1676
artJ	589	0.03959	0.918	0.9600
artM	589	0.1769	0.001653	4.3549
artQ	589	-0.07848	0.683	1.9073
artI	589	0.2147	1.719e-05	5.3251
artP	589	0.11	0.5428	2.6805
ltaE	589	0.2895	9.575e-11	7.3288
poxB	589	0.2373	6.859e-07	5.9196
aqpZ	589	0.02504	0.9378	0.6069
cydC	589	0.2819	3.978e-10	7.1198
cydD	589	-0.01671	0.9438	0.4049
trxB	589	0.2238	4.885e-06	5.5643
serS	589	0.1002	0.0007621	2.4393
dmsA	589	0.1511	0.02171	3.7028
dmsB	589	0.09875	0.08169	2.4042
dmsC	589	0.2267	3.252e-06	5.6397
pflA	589	0.233	1.311e-06	5.8046
pflB	589	0.05249	0.8838	1.2735
focA	589	0.3017	8.818e-12	7.6675
serC	589	0.03759	0.9216	0.9114
aroA	589	0.1384	0.06548	3.3863
cmk	589	0.3738	4.505e-19	9.7631
msbA	589	0.1591	0.01019	3.9053
lpxK	589	0.3046	4.939e-12	7.7479
kdsB	589	0.2429	2.946e-07	6.0665
aspC	589	0.06	0.8509	1.4564
ompF	589	0.01294	0.9456	0.3135
asnS	589	0.1235	0.2119	3.0144
pncB	589	-0.06081	0.8466	1.4760
pepN	589	0.04424	0.9081	1.0728
ssuB	589	-0.2189	9.693e-06	5.4353
ssuC	589	-0.1123	0.4661	2.7373
ssuD	589	0.1347	0.08893	3.2934
ssuA	589	-0.3413	1.568e-15	8.7982
ssuE	589	-0.1457	0.03523	3.5673
pyrD	589	0.1294	0.1349	3.1624
fabA	589	0.3569	3.524e-17	9.2576
ompA	589	0.05095	0.8891	1.2359
mgsA	589	0.3215	1.396e-13	8.2271
yccX	589	0.08621	0.5381	2.0965
hyaA	589	0.1566	0.01293	3.8425
hyaB	589	0.1868	0.00055	4.6064
hyaC	589	0.1483	0.02802	3.6320
appC	589	0.2601	1.842e-08	6.5273
appB	589	0.2519	7.126e-08	6.3062
appA	589	0.03083	0.9316	0.7472
torC	589	0.1709	0.003124	4.2028
torA	589	0.233	1.31e-06	5.8047
agp	589	0.2694	3.782e-09	6.7775
rutG	589	0.04476	0.9068	1.0855
rutF	589	0.1862	0.0005883	4.5915
rutE	589	-0.06622	0.8122	1.6079
rutD	589	-0.2656	7.339e-09	6.6737
rutC	589	-0.1533	0.01762	3.7596
rutB	589	-0.2839	2.76e-10	7.1739
rutA	589	-0.1984	0.0001386	4.9042
putP	589	0.3372	4.107e-15	8.6784
ghrA	589	0.1992	0.0001254	4.9252
lpxL	589	-0.06644	0.8106	1.6132
solA	589	-0.4147	3.214e-24	11.0418
pyrC	589	-0.01366	0.9453	0.3309
grxB	589	-0.1237	0.2088	3.0194
murJ	589	0.04446	0.9075	1.0783
plsX	589	0.272	2.404e-09	6.8476
fabH	589	0.2868	1.618e-10	7.2525
fabD	589	0.2444	2.327e-07	6.1070
fabG	589	0.342	1.334e-15	8.8182
acpP	589	0.1386	0.06431	3.3917
fabF	589	0.2115	2.612e-05	5.2433
pabC	589	0.1926	0.0002801	4.7544
tmk	589	0.2584	2.475e-08	6.4796
ptsG	589	0.1358	0.08117	3.3213
fhuE	589	-0.1103	0.531	2.6888
thiK	589	0.3591	2.039e-17	9.3223
nagZ	589	0.2241	4.735e-06	5.5701
ndh	589	0.07892	0.6765	1.9180
nagK	589	0.3224	1.166e-13	8.2506
potD	589	0.2123	2.34e-05	5.2649
potC	589	0.1701	0.003385	4.1832
potB	589	-0.1761	0.00181	4.3335
potA	589	-0.006089	0.9477	0.1475
purB	589	-0.04078	0.9157	0.9887
nudJ	589	0.3312	1.637e-14	8.5038
icd	589	-0.1502	0.02352	3.6806
dsbB	589	-0.2359	8.542e-07	5.8808
nhaB	589	0.201	0.0001001	4.9720
dadA	589	0.1407	0.05431	3.4419
dadX	589	0.2203	8.021e-06	5.4712
ldcA	589	-0.176	0.001829	4.3310
emtA	589	0.1196	0.2806	2.9187
treA	589	0.1805	0.001112	4.4472
dhaM	589	-0.01635	0.944	0.3962
dhaL	589	0.08095	0.6439	1.9677
dhaK	589	0.2269	3.149e-06	5.6456
ychM	589	-0.03773	0.9214	0.9149
prs	589	0.2133	2.061e-05	5.2898
ispE	589	0.334	8.66e-15	8.5846
hemA	589	0.3567	3.774e-17	9.2495
kdsA	589	0.2768	1.018e-09	6.9787
chaA	589	0.1931	0.0002615	4.7693
narK	589	0.2595	2.04e-08	6.5108
narG	589	0.06322	0.8325	1.5349
narH	589	0.2662	6.612e-09	6.6902
narJ	589	0.3743	3.859e-19	9.7807
narI	589	0.03746	0.9219	0.9083
purU	589	0.1555	0.01437	3.8144
galU	589	0.3545	6.539e-17	9.1841
tdk	589	-0.02797	0.9349	0.6779
adhE	589	-0.09832	0.104	2.3938
oppA	589	0.2671	5.644e-09	6.7150
oppB	589	0.264	9.579e-09	6.6316
oppC	589	0.2712	2.757e-09	6.8265
oppD	589	0.1768	0.001669	4.3526
oppF	589	0.2215	6.784e-06	5.5028
clsA	589	0.3274	3.861e-14	8.3940
kch	589	-0.125	0.1888	3.0530
tonB	589	0.1896	0.0003986	4.6776
trpA	589	-0.0505	0.8906	1.2251
trpB	589	0.08358	0.5952	2.0322
trpC	589	-0.1406	0.05461	3.4403
trpD	589	-0.1789	0.001334	4.4050
trpE	589	-0.009435	0.9469	0.2286
btuR	589	0.2202	8.109e-06	5.4691
acnA	589	0.04882	0.8958	1.1842
ribA	589	0.1288	0.1413	3.1475
pgpB	589	0.3718	7.525e-19	9.7047
pyrF	589	0.1646	0.005974	4.0422
fabI	589	0.121	0.2531	2.9542
sapD	589	-0.01455	0.9449	0.3525
puuP	589	-0.2457	1.912e-07	6.1405
puuA	589	0.187	0.0005396	4.6107
puuD	589	-0.02535	0.9375	0.6145
puuC	589	0.1344	0.09115	3.2858
puuB	589	0.1896	0.0003979	4.6780
puuE	589	0.2615	1.456e-08	6.5650
pspE	589	0.1806	0.001105	4.4486
ompG	589	-0.109	0.5784	2.6565
ycjG	589	0.3235	9.096e-14	8.2831
mpaA	589	0.04896	0.8954	1.1876
mppA	589	-0.1209	0.255	2.9517
trkG	589	-0.2058	5.46e-05	5.0961
ompN	589	-0.2944	3.727e-11	7.4645
ydbK	589	0.04145	0.9143	1.0051
ldhA	589	0.291	7.196e-11	7.3701
feaB	589	0.3533	8.658e-17	9.1506
tynA	589	-0.3414	1.546e-15	8.8000
paaZ	589	-0.01864	0.9427	0.4516
paaA	589	-0.1531	0.01809	3.7526
paaB	589	0.1714	0.00296	4.2158
paaC	589	-0.09731	0.1552	2.3689
paaD	589	0.04862	0.8964	1.1793
paaE	589	-0.1115	0.4894	2.7192
paaF	589	0.07945	0.6683	1.9311
paaG	589	0.05462	0.8757	1.3253
paaH	589	0.1639	0.006364	4.0262
paaJ	589	0.1843	0.0007336	4.5419
paaK	589	-0.1877	0.0004952	4.6298
aldA	589	0.04746	0.8997	1.1511
ydcS	589	0.07173	0.765	1.7423
ydcT	589	0.3126	9.423e-13	7.9736
ydcU	589	0.1756	0.001909	4.3209
ydcV	589	0.4103	1.251e-23	10.9012
ydcW	589	0.2105	2.991e-05	5.2166
ansP	589	-0.2918	6.213e-11	7.3913
nhoA	589	0.2665	6.282e-09	6.6982
narV	589	0.07323	0.7494	1.7791
narW	589	-0.02311	0.9395	0.5601
narY	589	0.2921	5.856e-11	7.3998
narZ	589	0.3066	3.291e-12	7.8037
narU	589	-0.2423	3.234e-07	6.0505
yddG	589	0.0248	0.938	0.6009
fdnG	589	0.323	1.014e-13	8.2689
fdnH	589	0.2796	6.158e-10	7.0545
fdnI	589	0.09431	0.2877	2.2952
adhP	589	0.1131	0.4413	2.7574
maeA	589	0.3041	5.482e-12	7.7335
ddpF	589	-0.0663	0.8116	1.6098
ddpD	589	-0.1942	0.0002316	4.7953
ddpC	589	-0.1867	0.0005572	4.6036
ddpB	589	0.0504	0.8909	1.2226
ddpA	589	-0.09514	0.2536	2.3156
ddpX	589	-0.1189	0.295	2.9012
dosP	589	-0.3038	5.818e-12	7.7253
gadC	589	0.1666	0.004867	4.0936
gadB	589	0.02363	0.939	0.5726
tam	589	0.3141	6.821e-13	8.0170
uxaB	589	-0.02079	0.9412	0.5039
yneH	589	0.2055	5.678e-05	5.0882
sad	589	0.2335	1.208e-06	5.8193
ydeA	589	-0.04968	0.8932	1.2050
eamA	589	-0.2211	7.2e-06	5.4916
ydfG	589	0.3091	1.958e-12	7.8746
speG	589	0.1873	0.0005202	4.6189
ynfE	589	0.00268	0.9481	0.0649
ynfF	589	-0.2403	4.376e-07	5.9981
ynfG	589	0.1602	0.009194	3.9319
ynfH	589	0.14	0.05726	3.4263
clcB	589	-0.2845	2.453e-10	7.1914
mdtI	589	0.2009	0.0001013	4.9696
mdtJ	589	0.07019	0.7797	1.7047
pntB	589	0.1277	0.1546	3.1184
pntA	589	0.0708	0.774	1.7196
ydgI	589	-0.07111	0.7711	1.7272
folM	589	0.2354	9.123e-07	5.8692
fumC	589	0.04137	0.9145	1.0032
fumA	589	-0.04884	0.8957	1.1848
manA	589	0.3073	2.816e-12	7.8251
malX	589	-0.05895	0.8563	1.4308
malY	589	-0.3832	3.44e-20	10.0516
add	589	0.485	4.102e-35	13.4359
tppB	589	0.5172	3.81e-41	14.6405
pdxY	589	0.3209	1.599e-13	8.2093
tyrS	589	0.2148	1.681e-05	5.3294
pdxH	589	0.1845	0.0007149	4.5477
anmK	589	0.3418	1.415e-15	8.8109
sodC	589	-0.1084	0.5996	2.6427
gloA	589	0.2357	8.832e-07	5.8749
grxD	589	0.3425	1.193e-15	8.8320
sodB	589	-0.03181	0.9303	0.7711
cfa	589	-0.04452	0.9074	1.0798
ribC	589	0.1708	0.003168	4.1994
pykF	589	0.2906	7.759e-11	7.3593
lpp	589	0.06858	0.7937	1.6654
sufE	589	0.3527	9.983e-17	9.1335
sufS	589	0.2758	1.222e-09	6.9510
sufC	589	0.2558	3.773e-08	6.4110
sufB	589	0.03885	0.9194	0.9421
sufA	589	0.2373	6.868e-07	5.9193
ydiB	589	-0.2872	1.478e-10	7.2657
aroD	589	0.1623	0.007453	3.9860
fadK	589	0.1168	0.3424	2.8489
ppsA	589	0.1879	0.0004829	4.6353
aroH	589	-0.1526	0.01891	3.7405
btuD	589	0.4258	9.45e-26	11.4004
btuE	589	0.2018	9.09e-05	4.9920
btuC	589	-0.05939	0.8541	1.4414
pheT	589	0.3198	2.022e-13	8.1785
pheS	589	0.04537	0.9053	1.1002
thrS	589	0.1521	0.01982	3.7278
pfkB	589	0.002909	0.9481	0.0705
katE	589	0.1596	0.009725	3.9174
chbF	589	-0.01785	0.9432	0.4325
nadE	589	0.1555	0.01444	3.8132
astE	589	-0.09644	0.1965	2.3475
astB	589	0.3914	3.423e-21	10.3048
astD	589	-0.09725	0.1584	2.3673
astA	589	0.2947	3.518e-11	7.4727
astC	589	0.1414	0.05117	3.4594
nudG	589	-0.08014	0.6573	1.9479
gdhA	589	-0.02856	0.9342	0.6923
selD	589	0.06352	0.8306	1.5420
ansA	589	-0.09995	0.01421	2.4337
pncA	589	0.1416	0.05009	3.4657
ydjI	589	-0.123	0.2197	3.0022
msrB	589	0.08776	0.4997	2.1345
gapA	589	0.1727	0.002588	4.2483
yeaE	589	-0.03188	0.9303	0.7728
dmlA	589	-0.2443	2.385e-07	6.1028
yeaV	589	0.04732	0.9001	1.1477
fadD	589	0.005377	0.9478	0.1303
pabB	589	-0.06946	0.7862	1.6869
sdaA	589	0.2026	8.243e-05	5.0121
manX	589	0.09014	0.433	2.1928
manY	589	0.2277	2.813e-06	5.6663
manZ	589	0.173	0.002503	4.2563
purT	589	-0.344	8.263e-16	8.8771
eda	589	0.2245	4.45e-06	5.5817
edd	589	0.314	6.969e-13	8.0141
zwf	589	0.2907	7.695e-11	7.3605
pykA	589	0.1482	0.0282	3.6302
lpxM	589	0.2801	5.557e-10	7.0699
znuA	589	0.1688	0.003899	4.1486
znuC	589	0.03895	0.9192	0.9444
znuB	589	-0.2124	2.322e-05	5.2664
nudB	589	0.2958	2.833e-11	7.5035
aspS	589	0.2892	1.014e-10	7.3206
torZ	589	-0.08779	0.4989	2.1352
torY	589	-0.158	0.01136	3.8767
argS	589	-0.2195	8.948e-06	5.4505
otsA	589	0.04098	0.9153	0.9936
otsB	589	0.09216	0.3675	2.2424
araH_1	589	0.1794	0.001264	4.4174
araG	589	-0.2463	1.726e-07	6.1578
araF	589	0.0862	0.5383	2.0963
tyrP	589	0.00127	0.9482	0.0308
pgsA	589	0.3328	1.124e-14	8.5516
dcyD	589	-0.02357	0.9391	0.5711
amyA	589	0.3049	4.619e-12	7.7572
shiA	589	-0.3488	2.594e-16	9.0184
amn	589	-0.09148	0.3905	2.2257
cobT	589	0.201	0.0001004	4.9715
cobS	589	0.1916	0.0003154	4.7287
cobU	589	0.1479	0.02891	3.6232
dacD	589	0.2645	8.766e-09	6.6457
hisG	589	-0.1744	0.002165	4.2910
hisD	589	0.08238	0.6183	2.0028
hisC	589	-0.1137	0.4239	2.7721
hisB	589	0.1308	0.1208	3.1976
hisH	589	0.1251	0.1873	3.0555
hisA	589	0.02967	0.933	0.7191
hisF	589	0.01803	0.9431	0.4369
hisI	589	0.05135	0.8877	1.2458
wzzB	589	0.1657	0.005352	4.0699
ugd	589	-0.198	0.0001447	4.8952
gnd	589	0.2289	2.392e-06	5.6959
wbbK	589	0.09371	0.3113	2.2804
wbbJ	589	0.08927	0.4584	2.1716
wbbI	589	0.06147	0.8429	1.4921
wbbH	589	-0.1788	0.001346	4.4028
glf	589	0.07577	0.7198	1.8411
rfbX	589	0.2332	1.275e-06	5.8096
rfbC	589	0.03124	0.9311	0.7572
rfbA	589	0.1204	0.2643	2.9393
rfbD	589	0.2116	2.588e-05	5.2451
rfbB	589	0.1047	0.7596	2.5508
wcaK	589	0.09674	0.1825	2.3549
cpsG	589	0.2616	1.438e-08	6.5669
cpsB	589	0.04095	0.9153	0.9929
gmm	589	0.05832	0.8594	1.4153
fcl	589	0.3385	3.058e-15	8.7152
gmd	589	0.2583	2.514e-08	6.4770
dcd	589	0.2382	6.025e-07	5.9423
udk	589	0.1883	0.0004607	4.6457
gatD	589	0.1953	0.0002029	4.8237
gatC	589	-0.1243	0.1988	3.0358
gatB	589	0.1061	0.6961	2.5851
gatA	589	0.1112	0.502	2.7098
gatZ	589	0.06848	0.7945	1.6630
gatY	589	-0.142	0.04843	3.4755
fbaB	589	0.1338	0.09572	3.2706
thiD	589	-0.407	3.453e-23	10.7952
thiM	589	-0.1389	0.06312	3.3973
metG	589	0.175	0.00203	4.3063
yehW	589	0.2764	1.096e-09	6.9677
yehX	589	0.4293	2.962e-26	11.5166
yehY	589	0.3726	6.139e-19	9.7279
osmF	589	0.2355	9.101e-07	5.8696
bglX	589	0.1783	0.00142	4.3904
dld	589	-0.2768	1.019e-09	6.9787
pbpG	589	0.3315	1.522e-14	8.5131
cdd	589	0.5878	2.738e-57	17.6019
preT	589	0.288	1.281e-10	7.2865
preA	589	0.1565	0.01314	3.8382
mglC	589	0.01293	0.9456	0.3133
mglA	589	-0.001763	0.9482	0.0427
mglB	589	0.08319	0.603	2.0225
folE	589	-0.1589	0.01043	3.8992
yeiG	589	0.2422	3.287e-07	6.0477
cirA	589	-0.02687	0.936	0.6513
lysP	589	0.03311	0.9286	0.8025
rihB	589	0.2019	8.962e-05	4.9949
fruA	589	-0.305	4.537e-12	7.7596
fruK	589	-0.3233	9.442e-14	8.2782
fruB	589	-0.3433	9.912e-16	8.8548
setB	589	0.1536	0.01722	3.7659
lpxT	589	-0.1964	0.0001761	4.8538
ccmE	589	0.306	3.703e-12	7.7875
ccmD	589	0.1285	0.1452	3.1389
ccmC	589	0.3361	5.356e-15	8.6451
ccmB	589	0.3612	1.189e-17	9.3857
ccmA	589	0.3622	9.306e-18	9.4144
napC	589	0.3122	1.026e-12	7.9622
napB	589	0.1534	0.01755	3.7608
napH	589	0.3435	9.375e-16	8.8616
napG	589	0.3821	4.686e-20	10.0173
napA	589	-0.03774	0.9214	0.9151
mqo	589	-0.0462	0.9031	1.1206
ompC	589	0.1528	0.01846	3.7471
atoD	589	-0.3653	4.202e-18	9.5069
atoA	589	0.05986	0.8517	1.4528
atoE	589	-0.3382	3.255e-15	8.7074
atoB	589	0.015	0.9447	0.3634
ubiG	589	0.2062	5.205e-05	5.1058
nrdA	589	0.1872	0.0005234	4.6175
nrdB	589	0.1969	0.0001674	4.8645
glpQ	589	0.2041	6.842e-05	5.0503
glpT	589	0.2358	8.694e-07	5.8777
glpA	589	-0.07069	0.775	1.7170
glpB	589	0.165	0.005706	4.0538
glpC	589	-0.1702	0.003357	4.1852
nudI	589	0.3825	4.215e-20	10.0290
arnB	589	-0.2441	2.457e-07	6.0977
arnC	589	-0.2879	1.319e-10	7.2823
arnA	589	0.2968	2.344e-11	7.5303
arnD	589	-0.2799	5.831e-10	7.0627
arnT	589	0.1072	0.6495	2.6120
arnF	589	-0.2992	1.472e-11	7.5959
menE	589	0.2753	1.332e-09	6.9380
menC	589	0.2584	2.472e-08	6.4798
menB	589	0.3597	1.741e-17	9.3409
menH	589	0.3224	1.167e-13	8.2506
menD	589	0.281	4.719e-10	7.0943
menF	589	0.1972	0.0001603	4.8736
nuoN	589	0.2348	1.01e-06	5.8511
nuoM	589	0.3275	3.707e-14	8.3992
nuoL	589	0.3033	6.438e-12	7.7113
nuoK	589	0.2691	3.973e-09	6.7699
nuoJ	589	0.28	5.727e-10	7.0654
nuoI	589	0.2673	5.46e-09	6.7202
nuoH	589	0.3144	6.398e-13	8.0256
nuoG	589	0.3368	4.56e-15	8.6653
nuoF	589	0.2734	1.856e-09	6.8873
nuoE	589	0.3002	1.19e-11	7.6257
nuoC	589	0.2198	8.582e-06	5.4584
nuoB	589	0.275	1.409e-09	6.9294
nuoA	589	0.2545	4.666e-08	6.3762
alaA	589	-0.3976	5.654e-22	10.4991
yfbR	589	-0.2685	4.452e-09	6.7521
ackA	589	0.241	3.942e-07	6.0163
pta	589	0.237	7.239e-07	5.9101
folX	589	0.05729	0.8643	1.3902
hisP	589	0.1582	0.01115	3.8816
hisM	589	0.08226	0.6206	1.9998
hisQ	589	-0.2958	2.869e-11	7.5017
hisJ	589	0.1178	0.319	2.8740
argT	589	0.03551	0.9251	0.8610
ubiX	589	-0.07452	0.735	1.8104
purF	589	-0.1996	0.000119	4.9361
folC	589	0.3485	2.801e-16	9.0091
accD	589	0.3163	4.349e-13	8.0771
pdxB	589	-0.2058	5.488e-05	5.0951
fabB	589	0.391	3.827e-21	10.2927
mepA	589	0.2668	5.942e-09	6.7069
aroC	589	0.2286	2.494e-06	5.6883
fadJ	589	0.1917	0.000309	4.7332
fadI	589	0.04658	0.9021	1.1297
fadL	589	0.03444	0.9267	0.8348
dsdA	589	-0.2093	3.503e-05	5.1852
oxc	589	-0.3073	2.825e-12	7.8247
frc	589	-0.311	1.32e-12	7.9281
lpxP	589	0.1576	0.01186	3.8655
alaC	589	0.2476	1.421e-07	6.1907
glk	589	0.3306	1.872e-14	8.4867
mntH	589	0.01113	0.9463	0.2697
nupC	589	0.3843	2.561e-20	10.0843
gltX	589	-0.01738	0.9434	0.4212
xapB	589	-0.209	3.625e-05	5.1784
xapA	589	0.03507	0.9257	0.8503
ligA	589	0.2409	3.982e-07	6.0145
cysK	589	-0.1276	0.1554	3.1168
ptsH	589	0.2175	1.176e-05	5.3984
ptsI	589	0.3369	4.378e-15	8.6704
crr	589	0.2459	1.835e-07	6.1475
pdxK	589	0.1111	0.5037	2.7085
cysM	589	0.1024	0.8768	2.4934
cysA	589	0.132	0.1101	3.2270
cysW	589	0.08696	0.5199	2.1149
cysU	589	0.04889	0.8956	1.1860
cysP	589	-0.2147	1.701e-05	5.3272
murQ	589	-0.1676	0.004401	4.1187
murP	589	0.2594	2.074e-08	6.5081
amiA	589	-0.03279	0.929	0.7949
hemF	589	-0.203	7.857e-05	5.0220
eutC	589	-0.1401	0.05701	3.4275
eutB	589	0.2493	1.086e-07	6.2359
eutD	589	0.2515	7.6e-08	6.2956
maeB	589	0.283	3.254e-10	7.1496
tktB	589	0.1254	0.1838	3.0618
nudK	589	-0.07124	0.7698	1.7304
acrD	589	0.2287	2.447e-06	5.6918
dapE	589	0.096	0.2162	2.3368
purC	589	0.04734	0.9001	1.1483
dapA	589	0.2844	2.521e-10	7.1873
bcp	589	0.047	0.901	1.1401
hyfA	589	-0.1678	0.004316	4.1235
hyfB	589	-0.1392	0.06136	3.4057
hyfC	589	-0.2389	5.443e-07	5.9601
hyfD	589	0.2841	2.644e-10	7.1803
hyfE	589	0.07764	0.695	1.8869
hyfF	589	0.04266	0.9117	1.0345
hyfG	589	-0.2116	2.576e-05	5.2460
hyfH	589	0.05618	0.8692	1.3633
hyfI	589	0.0296	0.9331	0.7175
hyfJ	589	-0.2779	8.337e-10	7.0090
focB	589	-0.1708	0.003174	4.1989
uraA	589	0.05754	0.8631	1.3964
upp	589	0.1557	0.0142	3.8177
purM	589	-0.05536	0.8727	1.3432
purN	589	-0.12	0.2737	2.9273
ppk	589	0.1903	0.0003653	4.6967
ppx	589	0.3681	2.034e-18	9.5908
guaA	589	0.1578	0.01153	3.8728
guaB	589	-0.1012	0.9399	2.4652
hisS	589	0.1255	0.1818	3.0655
ispG	589	-0.06434	0.8253	1.5621
ndk	589	0.2641	9.426e-09	6.6342
pbpC	589	0.2613	1.526e-08	6.5575
sseA	589	0.06682	0.8077	1.6226
pepB	589	0.1304	0.1249	3.1870
iscA	589	-0.1711	0.003073	4.2067
iscU	589	0.0169	0.9437	0.4095
iscS	589	-0.1343	0.09143	3.2848
suhB	589	-0.03624	0.9239	0.8786
hcaT	589	0.3769	1.91e-19	9.8601
hcaE	589	-0.3088	2.076e-12	7.8667
hcaF	589	0.2684	4.464e-09	6.7517
hcaC	589	0.2444	2.318e-07	6.1077
hcaB	589	0.2519	7.105e-08	6.3067
hcaD	589	-0.1149	0.3886	2.8036
glyA	589	0.1323	0.1081	3.2327
hmp	589	0.1136	0.4262	2.7701
purL	589	-0.505	9.094e-39	14.1737
mltF	589	-0.2181	1.078e-05	5.4150
acpS	589	0.2492	1.097e-07	6.2343
pdxJ	589	0.08437	0.579	2.0516
nadB	589	-0.4843	5.47e-35	13.4102
eamB	589	-0.2021	8.802e-05	4.9986
grcA	589	-0.02107	0.941	0.5107
trxC	589	-0.3235	9.114e-14	8.2828
pssA	589	0.295	3.306e-11	7.4815
kgtP	589	-0.05058	0.8903	1.2271
pheA	589	-0.2285	2.514e-06	5.6869
tyrA	589	-0.08948	0.4525	2.1766
aroF	589	-0.007179	0.9474	0.1739
nadK	589	-0.1449	0.03784	3.5470
gabD	589	0.2574	2.902e-08	6.4538
gabT	589	0.236	8.406e-07	5.8837
gabP	589	0.1894	0.000408	4.6725
nrdE	589	-0.1728	0.002571	4.2498
nrdF	589	0.1511	0.02176	3.7021
proW	589	0.3361	5.289e-15	8.6467
proX	589	0.1314	0.1156	3.2115
ygaZ	589	0.04434	0.9078	1.0754
ygaH	589	0.1973	0.0001588	4.8756
luxS	589	-0.03445	0.9267	0.8351
gshA	589	0.04871	0.8961	1.1815
yqaB	589	0.3141	6.848e-13	8.0165
mltB	589	-0.08726	0.5125	2.1222
srlA	589	0.2588	2.29e-08	6.4922
srlE	589	0.3141	6.837e-13	8.0167
srlB	589	0.313	8.763e-13	7.9834
srlD	589	0.1381	0.06742	3.3775
gutQ	589	0.1475	0.03	3.6128
norV	589	-0.1436	0.04204	3.5166
norW	589	-0.2143	1.816e-05	5.3145
ascF	589	0.04551	0.9049	1.1038
hycG	589	0.05532	0.8728	1.3424
hycF	589	-0.2047	6.31e-05	5.0668
hycE	589	-0.1999	0.0001147	4.9437
hycD	589	0.02272	0.9398	0.5505
hycC	589	-0.1411	0.05226	3.4532
hycB	589	0.1994	0.0001224	4.9302
ygbL	589	-0.1144	0.4038	2.7898
surE	589	0.3882	8.401e-21	10.2069
ispF	589	0.2251	4.08e-06	5.5978
ispD	589	0.3485	2.792e-16	9.0095
cysC	589	0.008753	0.9471	0.2121
cysN	589	-0.0688	0.7919	1.6708
cysD	589	0.07513	0.7277	1.8255
cysH	589	0.1087	0.5911	2.6482
cysI	589	0.04341	0.91	1.0528
cysJ	589	-0.1187	0.2989	2.8967
queD	589	-0.1522	0.01961	3.7306
eno	589	0.2924	5.562e-11	7.4072
pyrG	589	0.3487	2.692e-16	9.0139
mazG	589	0.2375	6.672e-07	5.9244
relA	589	-0.2364	7.893e-07	5.8948
gudD	589	-0.1589	0.01038	3.9005
gudX	589	-0.2942	3.896e-11	7.4581
